col0,col1,col2,col3,col4,pctwhite,pctblack,pctapi,pctaian,pct2prace,pcthispanic
1961,Male,18,CHRISTOP*,2266,,,,,,
1961,Male,19,JOSEPH,2234,35.48,48.84,6.91,1.09,5.31,2.37
1961,Male,20,CHARLES,2172,38.87,47.28,0.80,2.05,3.71,7.28
1961,Male,21,PAUL,2162,73.80,16.16,3.63,1.94,2.60,1.87
1961,Male,22,DONALD,2146,54.85,40.87,0.62,0.92,1.73,1.00
1961,Male,23,SCOTT,2117,62.60,32.26,0.41,1.15,1.90,1.68
1961,Male,24,BRIAN,2026,85.49,7.85,1.34,1.10,1.34,2.89
1961,Male,25,ANTHONY,1999,63.43,30.43,1.10,0.62,1.84,2.59
1962,Female,1,LISA,3698,88.92,1.94,(S),(S),1.87,6.30
1962,Female,2,SUSAN,3088,80.84,2.72,4.89,4.62,2.58,4.35
1962,Female,3,KAREN,2935,86.21,5.17,0.99,0.62,2.71,4.31
1962,Female,4,MARY,2924,79.91,10.97,2.57,0.50,2.21,3.84
1962,Female,5,CYNTHIA,2850,,,,,,
1962,Female,6,DEBORAH,2540,71.15,11.54,3.21,(S),(S),13.46
1962,Female,7,LINDA,2418,76.44,7.36,2.38,0.00,1.81,12.00
1962,Female,8,PATRICIA*,2302,,,,,,
1962,Female,9,KIMBERLY*,2223,,,,,,
1962,Female,10,SANDRA,2157,53.90,9.82,9.32,1.51,3.27,22.17
1962,Female,11,DEBRA,2109,71.43,18.30,0.00,0.00,5.36,4.91
1962,Female,12,LAURA,1995,68.18,6.47,(S),(S),1.58,21.91
1962,Female,13,JULIE,1897,76.54,6.70,3.35,(S),(S),11.17
1962,Female,14,ELIZABET*,1810,,,,,,
1962,Female,15,LORI,1802,88.78,2.56,3.54,(S),(S),3.15
1962,Female,16,PAMELA,1751,58.94,9.93,9.27,(S),(S),19.21
1962,Female,17,CHRISTIN*,1732,,,,,,
1962,Female,18,KATHLEEN*,1701,,,,,,
1962,Female,19,TERESA,1680,60.39,2.92,(S),(S),2.27,33.12
1962,Female,20,DONNA,1654,87.22,4.73,(S),(S),1.58,5.21
1962,Female,21,DENISE,1480,78.49,11.78,(S),(S),1.60,6.64
1962,Female,22,KELLY,1461,80.39,15.48,0.49,0.55,1.35,1.73
1962,Female,23,CHERYL,1438,,,,,,
1962,Female,24,BARBARA,1398,76.92,7.74,0.79,0.25,1.94,12.37
1962,Female,25,MICHELLE*,1383,,,,,,
1962,Male,1,MICHAEL,9336,86.36,7.62,1.13,0.73,1.93,2.23
1962,Male,2,DAVID,8059,65.29,13.75,10.50,1.84,2.60,6.03
1962,Male,3,ROBERT,7031,74.28,16.04,1.67,0.56,2.04,5.40
1962,Male,4,JOHN,6612,47.00,20.10,14.41,12.56,3.58,2.36
1962,Male,5,JAMES,5863,54.45,38.09,0.81,2.51,2.10,2.04
1962,Male,6,MARK,4911,71.70,12.38,9.53,2.10,2.06,2.22
1962,Male,7,RICHARD,4340,73.19,22.09,0.61,0.52,1.64,1.94
1962,Male,8,STEVEN,3914,71.55,19.64,1.04,2.01,1.97,3.79
1962,Male,9,WILLIAM,3727,34.04,59.01,1.61,0.67,2.33,2.34
1962,Male,10,JEFFREY,3389,79.11,15.81,0.63,0.45,1.82,2.18
1962,Male,11,DANIEL,3049,67.02,24.05,2.12,0.58,1.95,4.27
1962,Male,12,THOMAS,2902,55.53,38.17,1.63,1.01,2.00,1.66
1962,Male,13,SCOTT,2753,62.60,32.26,0.41,1.15,1.90,1.68
1962,Male,14,KENNETH,2587,60.89,17.48,1.69,15.64,2.15,2.15
1962,Male,15,GREGORY,2548,80.87,14.62,0.43,0.75,1.51,1.82
1962,Male,16,KEVIN,2429,79.64,12.11,2.06,1.29,2.06,2.84
1962,Male,17,RONALD,2426,84.57,7.09,2.51,0.72,1.70,3.41
1962,Male,18,JOSEPH,2387,35.48,48.84,6.91,1.09,5.31,2.37
1962,Male,19,TIMOTHY,2345,70.93,20.09,2.58,1.68,2.38,2.34
1962,Male,20,CHRISTOP*,2219,,,,,,
1962,Male,21,PAUL,2157,73.80,16.16,3.63,1.94,2.60,1.87
1962,Male,22,CHARLES,2077,38.87,47.28,0.80,2.05,3.71,7.28
1962,Male,23,BRIAN,2061,85.49,7.85,1.34,1.10,1.34,2.89
1962,Male,24,ANTHONY,2001,63.43,30.43,1.10,0.62,1.84,2.59
1962,Male,25,DONALD,1929,54.85,40.87,0.62,0.92,1.73,1.00
1963,Female,1,LISA,4661,88.92,1.94,(S),(S),1.87,6.30
1963,Female,2,SUSAN,2920,80.84,2.72,4.89,4.62,2.58,4.35
1963,Female,3,MARY,2788,79.91,10.97,2.57,0.50,2.21,3.84
1963,Female,4,KAREN,2723,86.21,5.17,0.99,0.62,2.71,4.31
1963,Female,5,CYNTHIA,2559,,,,,,
1963,Female,6,DEBORAH,2407,71.15,11.54,3.21,(S),(S),13.46
1963,Female,7,PATRICIA*,2269,,,,,,
1963,Female,8,KIMBERLY*,2254,,,,,,
1963,Female,9,LINDA,2144,76.44,7.36,2.38,0.00,1.81,12.00
1963,Female,10,LAURA,2141,68.18,6.47,(S),(S),1.58,21.91
1963,Female,11,SANDRA,2113,53.90,9.82,9.32,1.51,3.27,22.17
1963,Female,12,CHRISTIN*,2019,,,,,,
1963,Female,13,ELIZABET*,1929,,,,,,
1963,Female,14,JULIE,1847,76.54,6.70,3.35,(S),(S),11.17
1963,Female,15,LORI,1823,88.78,2.56,3.54,(S),(S),3.15
1963,Female,16,DEBRA,1804,71.43,18.30,0.00,0.00,5.36,4.91
1963,Female,17,TERESA,1673,60.39,2.92,(S),(S),2.27,33.12
1963,Female,18,PAMELA,1656,58.94,9.93,9.27,(S),(S),19.21
1963,Female,19,KATHLEEN*,1582,,,,,,
1963,Female,20,KELLY,1559,80.39,15.48,0.49,0.55,1.35,1.73
1963,Female,21,MARIA,1513,34.46,1.62,3.30,3.53,2.35,54.74
1963,Female,22,DONNA,1510,87.22,4.73,(S),(S),1.58,5.21
1963,Female,23,DENISE,1487,78.49,11.78,(S),(S),1.60,6.64
1963,Female,24,MICHELLE*,1486,,,,,,
1963,Female,25,JENNIFER*,1404,,,,,,
1963,Male,1,MICHAEL,9136,86.36,7.62,1.13,0.73,1.93,2.23
1963,Male,2,DAVID,7692,65.29,13.75,10.50,1.84,2.60,6.03
1963,Male,3,ROBERT,7132,74.28,16.04,1.67,0.56,2.04,5.40
1963,Male,4,JOHN,6978,47.00,20.10,14.41,12.56,3.58,2.36
1963,Male,5,JAMES,5793,54.45,38.09,0.81,2.51,2.10,2.04
1963,Male,6,MARK,4651,71.70,12.38,9.53,2.10,2.06,2.22
1963,Male,7,RICHARD,4568,73.19,22.09,0.61,0.52,1.64,1.94
1963,Male,8,STEVEN,3759,71.55,19.64,1.04,2.01,1.97,3.79
1963,Male,9,WILLIAM,3662,34.04,59.01,1.61,0.67,2.33,2.34
1963,Male,10,JEFFREY,3213,79.11,15.81,0.63,0.45,1.82,2.18
1963,Male,11,DANIEL,3131,67.02,24.05,2.12,0.58,1.95,4.27
1963,Male,12,THOMAS,2850,55.53,38.17,1.63,1.01,2.00,1.66
1963,Male,13,SCOTT,2682,62.60,32.26,0.41,1.15,1.90,1.68
1963,Male,14,KEVIN,2664,79.64,12.11,2.06,1.29,2.06,2.84
1963,Male,15,KENNETH,2512,60.89,17.48,1.69,15.64,2.15,2.15
1963,Male,16,GREGORY,2494,80.87,14.62,0.43,0.75,1.51,1.82
1963,Male,17,RONALD,2422,84.57,7.09,2.51,0.72,1.70,3.41
1963,Male,18,JOSEPH,2344,35.48,48.84,6.91,1.09,5.31,2.37
1963,Male,19,CHRISTOP*,2313,,,,,,
1963,Male,20,PAUL,2312,73.80,16.16,3.63,1.94,2.60,1.87
1963,Male,21,TIMOTHY,2288,70.93,20.09,2.58,1.68,2.38,2.34
1963,Male,22,BRIAN,2264,85.49,7.85,1.34,1.10,1.34,2.89
1963,Male,23,CHARLES,2103,38.87,47.28,0.80,2.05,3.71,7.28
1963,Male,24,ANTHONY,2063,63.43,30.43,1.10,0.62,1.84,2.59
1963,Male,25,DONALD,1851,54.85,40.87,0.62,0.92,1.73,1.00
1964,Female,1,LISA,4541,88.92,1.94,(S),(S),1.87,6.30
1964,Female,2,MARY,2892,79.91,10.97,2.57,0.50,2.21,3.84
1964,Female,3,KIMBERLY*,2556,,,,,,
1964,Female,4,SUSAN,2535,80.84,2.72,4.89,4.62,2.58,4.35
1964,Female,5,KAREN,2495,86.21,5.17,0.99,0.62,2.71,4.31
1964,Female,6,CYNTHIA,2451,,,,,,
1964,Female,7,PATRICIA*,2363,,,,,,
1964,Female,8,CHRISTIN*,2352,,,,,,
1964,Female,9,DEBORAH,2232,71.15,11.54,3.21,(S),(S),13.46
1964,Female,10,LAURA,2155,68.18,6.47,(S),(S),1.58,21.91
1964,Female,11,SANDRA,1926,53.90,9.82,9.32,1.51,3.27,22.17
1964,Female,12,ELIZABET*,1843,,,,,,
1964,Female,13,JULIE,1827,76.54,6.70,3.35,(S),(S),11.17
1964,Female,14,LINDA,1785,76.44,7.36,2.38,0.00,1.81,12.00
1964,Female,15,MICHELLE*,1637,,,,,,
1964,Female,16,MARIA,1527,34.46,1.62,3.30,3.53,2.35,54.74
1964,Female,17,JENNIFER*,1520,,,,,,
1964,Female,18,DENISE,1507,78.49,11.78,(S),(S),1.60,6.64
1964,Female,19,DEBRA,1490,71.43,18.30,0.00,0.00,5.36,4.91
1964,Female,20,PAMELA,1458,58.94,9.93,9.27,(S),(S),19.21
1964,Female,21,KATHLEEN*,1456,,,,,,
1964,Female,22,TERESA,1422,60.39,2.92,(S),(S),2.27,33.12
1964,Female,23,KELLY,1415,80.39,15.48,0.49,0.55,1.35,1.73
1964,Female,24,LORI,1387,88.78,2.56,3.54,(S),(S),3.15
1964,Female,25,DONNA,1377,87.22,4.73,(S),(S),1.58,5.21
1964,Male,1,MICHAEL,8899,86.36,7.62,1.13,0.73,1.93,2.23
1964,Male,2,DAVID,7495,65.29,13.75,10.50,1.84,2.60,6.03
1964,Male,3,JOHN,7195,47.00,20.10,14.41,12.56,3.58,2.36
1964,Male,4,ROBERT,7108,74.28,16.04,1.67,0.56,2.04,5.40
1964,Male,5,JAMES,5946,54.45,38.09,0.81,2.51,2.10,2.04
1964,Male,6,RICHARD,4368,73.19,22.09,0.61,0.52,1.64,1.94
1964,Male,7,MARK,3978,71.70,12.38,9.53,2.10,2.06,2.22
1964,Male,8,WILLIAM,3615,34.04,59.01,1.61,0.67,2.33,2.34
1964,Male,9,STEVEN,3605,71.55,19.64,1.04,2.01,1.97,3.79
1964,Male,10,DANIEL,2940,67.02,24.05,2.12,0.58,1.95,4.27
1964,Male,11,JEFFREY,2912,79.11,15.81,0.63,0.45,1.82,2.18
1964,Male,12,THOMAS,2733,55.53,38.17,1.63,1.01,2.00,1.66
1964,Male,13,KEVIN,2542,79.64,12.11,2.06,1.29,2.06,2.84
1964,Male,14,KENNETH,2464,60.89,17.48,1.69,15.64,2.15,2.15
1964,Male,15,JOSEPH,2414,35.48,48.84,6.91,1.09,5.31,2.37
1964,Male,16,PAUL,2408,73.80,16.16,3.63,1.94,2.60,1.87
1964,Male,17,SCOTT,2336,62.60,32.26,0.41,1.15,1.90,1.68
1964,Male,18,CHRISTOP*,2293,,,,,,
1964,Male,18,TIMOTHY,2293,70.93,20.09,2.58,1.68,2.38,2.34
1964,Male,20,RONALD,2225,84.57,7.09,2.51,0.72,1.70,3.41
1964,Male,21,GREGORY,2224,80.87,14.62,0.43,0.75,1.51,1.82
1964,Male,22,BRIAN,2083,85.49,7.85,1.34,1.10,1.34,2.89
1964,Male,23,ANTHONY,1970,63.43,30.43,1.10,0.62,1.84,2.59
1964,Male,24,CHARLES,1880,38.87,47.28,0.80,2.05,3.71,7.28
1964,Male,25,ERIC,1878,71.34,10.06,6.71,1.52,5.79,4.57
1965,Female,1,LISA,4629,88.92,1.94,(S),(S),1.87,6.30
1965,Female,2,KIMBERLY*,2822,,,,,,
1965,Female,3,KAREN,2633,86.21,5.17,0.99,0.62,2.71,4.31
1965,Female,4,CHRISTIN*,2462,,,,,,
1965,Female,5,MARY,2293,79.91,10.97,2.57,0.50,2.21,3.84
1965,Female,6,CYNTHIA,2200,,,,,,
1965,Female,7,PATRICIA*,2160,,,,,,
1965,Female,8,SUSAN,1968,80.84,2.72,4.89,4.62,2.58,4.35
1965,Female,9,DEBORAH,1867,71.15,11.54,3.21,(S),(S),13.46
1965,Female,10,JULIE,1829,76.54,6.70,3.35,(S),(S),11.17
1965,Female,11,ELIZABET*,1812,,,,,,
1965,Female,12,LAURA,1756,68.18,6.47,(S),(S),1.58,21.91
1965,Female,13,MICHELLE*,1704,,,,,,
1965,Female,14,JENNIFER*,1650,,,,,,
1965,Female,15,SANDRA,1638,53.90,9.82,9.32,1.51,3.27,22.17
1965,Female,16,LINDA,1598,76.44,7.36,2.38,0.00,1.81,12.00
1965,Female,17,MARIA,1511,34.46,1.62,3.30,3.53,2.35,54.74
1965,Female,18,DENISE,1380,78.49,11.78,(S),(S),1.60,6.64
1965,Female,19,KELLY,1368,80.39,15.48,0.49,0.55,1.35,1.73
1965,Female,20,DEBRA,1303,71.43,18.30,0.00,0.00,5.36,4.91
1965,Female,21,TERESA,1274,60.39,2.92,(S),(S),2.27,33.12
1965,Female,22,DONNA,1263,87.22,4.73,(S),(S),1.58,5.21
1965,Female,23,KATHLEEN*,1211,,,,,,
1965,Female,24,TRACY,1198,92.50,2.86,0.50,1.37,1.19,1.58
1965,Female,25,PAMELA,1157,58.94,9.93,9.27,(S),(S),19.21
1965,Male,1,MICHAEL,8632,86.36,7.62,1.13,0.73,1.93,2.23
1965,Male,2,DAVID,6816,65.29,13.75,10.50,1.84,2.60,6.03
1965,Male,3,ROBERT,6352,74.28,16.04,1.67,0.56,2.04,5.40
1965,Male,4,JOHN,6244,47.00,20.10,14.41,12.56,3.58,2.36
1965,Male,5,JAMES,5558,54.45,38.09,0.81,2.51,2.10,2.04
1965,Male,6,RICHARD,4114,73.19,22.09,0.61,0.52,1.64,1.94
1965,Male,7,MARK,3433,71.70,12.38,9.53,2.10,2.06,2.22
1965,Male,8,STEVEN,3362,71.55,19.64,1.04,2.01,1.97,3.79
1965,Male,9,WILLIAM,3158,34.04,59.01,1.61,0.67,2.33,2.34
1965,Male,10,DANIEL,2980,67.02,24.05,2.12,0.58,1.95,4.27
1965,Male,11,JEFFREY,2732,79.11,15.81,0.63,0.45,1.82,2.18
1965,Male,12,CHRISTOP*,2645,,,,,,
1965,Male,13,THOMAS,2476,55.53,38.17,1.63,1.01,2.00,1.66
1965,Male,14,TIMOTHY,2431,70.93,20.09,2.58,1.68,2.38,2.34
1965,Male,15,JOSEPH,2343,35.48,48.84,6.91,1.09,5.31,2.37
1965,Male,16,KEVIN,2299,79.64,12.11,2.06,1.29,2.06,2.84
1965,Male,17,PAUL,2281,73.80,16.16,3.63,1.94,2.60,1.87
1965,Male,18,KENNETH,2209,60.89,17.48,1.69,15.64,2.15,2.15
1965,Male,19,BRIAN,2162,85.49,7.85,1.34,1.10,1.34,2.89
1965,Male,20,ERIC,2155,71.34,10.06,6.71,1.52,5.79,4.57
1965,Male,21,SCOTT,2054,62.60,32.26,0.41,1.15,1.90,1.68
1965,Male,22,RONALD,2023,84.57,7.09,2.51,0.72,1.70,3.41
1965,Male,23,ANTHONY,2017,63.43,30.43,1.10,0.62,1.84,2.59
1965,Male,24,GREGORY,1902,80.87,14.62,0.43,0.75,1.51,1.82
1965,Male,25,CHARLES,1714,38.87,47.28,0.80,2.05,3.71,7.28
1966,Female,1,LISA,4672,88.92,1.94,(S),(S),1.87,6.30
1966,Female,2,MICHELLE*,3053,,,,,,
1966,Female,3,KIMBERLY*,2990,,,,,,
1966,Female,4,CHRISTIN*,2481,,,,,,
1966,Female,5,KAREN,1983,86.21,5.17,0.99,0.62,2.71,4.31
1966,Female,6,CYNTHIA,1940,,,,,,
1966,Female,7,MARY,1924,79.91,10.97,2.57,0.50,2.21,3.84
1966,Female,8,JENNIFER*,1852,,,,,,
1966,Female,9,SUSAN,1789,80.84,2.72,4.89,4.62,2.58,4.35
1966,Female,10,PATRICIA*,1757,,,,,,
1966,Female,11,JULIE,1705,76.54,6.70,3.35,(S),(S),11.17
1966,Female,12,DEBORAH,1649,71.15,11.54,3.21,(S),(S),13.46
1966,Female,13,ELIZABET*,1623,,,,,,
1966,Female,14,LAURA,1615,68.18,6.47,(S),(S),1.58,21.91
1966,Female,15,SANDRA,1548,53.90,9.82,9.32,1.51,3.27,22.17
1966,Female,16,MARIA,1395,34.46,1.62,3.30,3.53,2.35,54.74
1966,Female,17,KELLY,1256,80.39,15.48,0.49,0.55,1.35,1.73
1966,Female,18,DENISE,1230,78.49,11.78,(S),(S),1.60,6.64
1966,Female,19,TINA,1216,50.43,(S),26.09,(S),6.09,10.72
1966,Female,20,MICHELE,1178,77.50,12.29,(S),(S),4.35,4.54
1966,Female,21,LINDA,1168,76.44,7.36,2.38,0.00,1.81,12.00
1966,Female,22,TERESA,1159,60.39,2.92,(S),(S),2.27,33.12
1966,Female,23,TRACY,1133,92.50,2.86,0.50,1.37,1.19,1.58
1966,Female,24,KATHLEEN*,1110,,,,,,
1966,Female,25,STEPHANI*,1102,,,,,,
1966,Male,1,MICHAEL,8164,86.36,7.62,1.13,0.73,1.93,2.23
1966,Male,2,DAVID,6716,65.29,13.75,10.50,1.84,2.60,6.03
1966,Male,3,ROBERT,5973,74.28,16.04,1.67,0.56,2.04,5.40
1966,Male,4,JOHN,5619,47.00,20.10,14.41,12.56,3.58,2.36
1966,Male,5,JAMES,5251,54.45,38.09,0.81,2.51,2.10,2.04
1966,Male,6,RICHARD,3767,73.19,22.09,0.61,0.52,1.64,1.94
1966,Male,7,STEVEN,3191,71.55,19.64,1.04,2.01,1.97,3.79
1966,Male,8,MARK,3166,71.70,12.38,9.53,2.10,2.06,2.22
1966,Male,9,WILLIAM,2938,34.04,59.01,1.61,0.67,2.33,2.34
1966,Male,10,CHRISTOP*,2866,,,,,,
1966,Male,11,JEFFREY,2754,79.11,15.81,0.63,0.45,1.82,2.18
1966,Male,12,DANIEL,2688,67.02,24.05,2.12,0.58,1.95,4.27
1966,Male,13,TIMOTHY,2370,70.93,20.09,2.58,1.68,2.38,2.34
1966,Male,14,BRIAN,2363,85.49,7.85,1.34,1.10,1.34,2.89
1966,Male,15,PAUL,2217,73.80,16.16,3.63,1.94,2.60,1.87
1966,Male,16,THOMAS,2141,55.53,38.17,1.63,1.01,2.00,1.66
1966,Male,17,ERIC,2127,71.34,10.06,6.71,1.52,5.79,4.57
1966,Male,18,JOSEPH,2112,35.48,48.84,6.91,1.09,5.31,2.37
1966,Male,19,ANTHONY,2056,63.43,30.43,1.10,0.62,1.84,2.59
1966,Male,20,SCOTT,2044,62.60,32.26,0.41,1.15,1.90,1.68
1966,Male,21,KEVIN,2012,79.64,12.11,2.06,1.29,2.06,2.84
1966,Male,22,KENNETH,1908,60.89,17.48,1.69,15.64,2.15,2.15
1966,Male,23,RONALD,1899,84.57,7.09,2.51,0.72,1.70,3.41
1966,Male,24,GREGORY,1708,80.87,14.62,0.43,0.75,1.51,1.82
1966,Male,25,CHARLES,1612,38.87,47.28,0.80,2.05,3.71,7.28
1967,Female,1,LISA,4361,88.92,1.94,(S),(S),1.87,6.30
1967,Female,2,MICHELLE*,3424,,,,,,
1967,Female,3,KIMBERLY*,2970,,,,,,
1967,Female,4,CHRISTIN*,2682,,,,,,
1967,Female,5,JENNIFER*,1818,,,,,,
1967,Female,6,JULIE,1807,76.54,6.70,3.35,(S),(S),11.17
1967,Female,7,CYNTHIA,1739,,,,,,
1967,Female,8,MARY,1691,79.91,10.97,2.57,0.50,2.21,3.84
1967,Female,9,KAREN,1684,86.21,5.17,0.99,0.62,2.71,4.31
1967,Female,10,PATRICIA*,1675,,,,,,
1967,Female,11,ELIZABET*,1626,,,,,,
1967,Female,12,SUSAN,1584,80.84,2.72,4.89,4.62,2.58,4.35
1967,Female,13,LAURA,1571,68.18,6.47,(S),(S),1.58,21.91
1967,Female,14,MARIA,1461,34.46,1.62,3.30,3.53,2.35,54.74
1967,Female,15,SANDRA,1412,53.90,9.82,9.32,1.51,3.27,22.17
1967,Female,16,STEPHANI*,1406,,,,,,
1967,Female,17,DEBORAH,1368,71.15,11.54,3.21,(S),(S),13.46
1967,Female,18,DENISE,1251,78.49,11.78,(S),(S),1.60,6.64
1967,Female,19,KELLY,1238,80.39,15.48,0.49,0.55,1.35,1.73
1967,Female,19,TINA,1238,50.43,(S),26.09,(S),6.09,10.72
1967,Female,21,WENDY,1113,83.85,5.38,(S),0.00,(S),6.15
